MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
120,4,47.0,6.904,0,-1,1,0,0,0,0,6,0,0,1,0,6,5,2005,2005,0,0,0,0,2,240.0,1,0,0,1,0,1,2,836.0,0,0.0,522.0,1358.0,0,0,0,0,1358,0,0,1358,0.0,0.0,2,0,2,1,1,6,0,1,0,0,2005.0,1,2.0,484.0,0,0,0,192,36,0,0,0,0,-1,-1,-1,0,8,2009,0,0
120,4,34.0,5.122,0,-1,1,0,0,0,0,6,0,0,3,0,6,5,2005,2005,0,0,0,0,2,135.0,1,0,0,1,0,1,1,881.0,0,0.0,425.0,1306.0,0,0,0,0,1306,0,0,1306,1.0,0.0,2,0,1,1,1,5,0,1,0,0,2005.0,1,2.0,624.0,0,0,0,170,63,0,0,0,0,-1,-1,-1,0,3,2009,0,0
120,4,80.0,10.307,0,-1,1,0,0,0,0,6,0,0,1,0,7,5,2007,2008,0,0,0,0,2,176.0,1,0,0,1,0,0,1,876.0,0,0.0,474.0,1350.0,0,0,0,0,1358,0,0,1358,1.0,0.0,2,0,2,1,1,6,0,1,0,0,2008.0,1,2.0,484.0,0,0,0,192,26,0,0,0,0,-1,-1,-1,0,5,2009,0,0
20,4,100.0,14.836,0,-1,1,1,0,0,1,6,0,0,0,0,10,5,2004,2005,1,0,5,5,2,730.0,2,0,0,2,0,2,1,2146.0,0,0.0,346.0,2492.0,0,0,0,0,2492,0,0,2492,1.0,0.0,2,1,2,1,2,8,0,1,4,0,2004.0,2,3.0,949.0,0,0,0,226,235,0,0,0,0,-1,-1,-1,0,2,2009,0,2
20,4,117.0,15.262,0,-1,1,0,0,1,0,6,0,0,0,0,8,5,2003,2004,1,0,0,0,1,470.0,1,0,0,2,0,2,1,1557.0,0,0.0,643.0,2200.0,0,0,0,0,2200,0,0,2200,1.0,0.0,2,1,3,1,2,8,0,1,0,0,2003.0,2,3.0,685.0,0,0,0,208,55,0,0,0,0,-1,-1,-1,0,7,2009,0,0
120,4,44.0,7.39,0,-1,1,0,0,0,0,6,0,0,1,0,9,5,2008,2009,1,0,1,1,1,308.0,2,0,0,2,0,0,1,800.0,0,0.0,1084.0,1884.0,0,0,0,0,1884,0,0,1884,1.0,0.0,2,0,2,1,2,6,0,1,0,0,2008.0,2,2.0,649.0,0,0,0,231,90,0,0,0,0,-1,-1,-1,0,5,2009,1,1
120,4,48.0,6.472,0,-1,0,0,0,0,0,6,0,0,1,0,9,5,2008,2008,1,0,0,0,1,500.0,2,0,0,2,0,0,0,0.0,0,0.0,1451.0,1451.0,0,0,0,0,1456,0,0,1456,0.0,0.0,2,0,2,1,2,6,0,1,0,0,2008.0,1,2.0,539.0,0,0,0,192,42,0,0,0,0,-1,-1,-1,0,4,2009,0,0
20,4,129.0,16.77,0,-1,0,0,0,1,0,6,0,0,0,0,8,5,2002,2003,1,0,0,0,1,270.0,1,0,0,2,0,2,1,1196.0,0,0.0,516.0,1712.0,0,0,0,0,1712,0,0,1712,1.0,0.0,2,0,3,1,1,8,0,1,0,0,2002.0,1,3.0,701.0,0,0,0,218,183,0,0,0,0,-1,-1,-1,0,9,2009,0,0
120,4,48.0,3.48,0,-1,0,0,0,0,0,6,0,0,1,0,7,5,2003,2003,0,0,0,0,2,163.0,1,0,0,1,0,0,0,0.0,0,0.0,1405.0,1405.0,0,0,0,0,1405,0,0,1405,0.0,0.0,2,0,2,1,1,6,0,1,1,0,2003.0,1,2.0,478.0,0,0,0,148,36,0,0,0,0,-1,-1,-1,0,11,2009,0,0
60,4,63.0,10.928,0,-1,0,0,0,0,0,7,3,0,0,1,7,5,2005,2005,0,0,0,0,0,0.0,1,0,0,1,1,0,0,0.0,0,0.0,728.0,728.0,0,0,0,0,728,728,0,1456,0.0,0.0,2,1,3,1,1,8,0,1,0,0,2005.0,2,2.0,390.0,0,0,0,100,0,0,0,0,0,-1,-1,-1,0,6,2009,0,0
60,4,57.0,8.918,0,-1,1,0,0,0,0,7,0,0,0,1,6,5,2005,2006,0,0,0,0,0,0.0,1,0,0,1,0,1,0,0.0,0,0.0,745.0,745.0,0,0,0,0,745,745,0,1490,0.0,0.0,2,1,3,1,1,7,0,1,0,0,2005.0,2,2.0,392.0,0,0,0,36,20,0,0,0,0,-1,-1,-1,0,7,2009,0,0
120,4,43.0,3.182,0,-1,0,0,0,0,0,22,0,0,1,0,7,5,2005,2006,0,0,0,0,1,16.0,1,0,0,1,0,1,1,16.0,0,0.0,1204.0,1220.0,0,0,0,0,1220,0,0,1220,0.0,0.0,2,0,2,1,1,5,0,1,0,0,2005.0,2,2.0,397.0,0,0,0,100,16,0,0,0,0,-1,-1,-1,0,8,2009,0,0
80,4,59.0,9.434,0,-1,1,0,0,0,0,7,0,0,0,3,7,5,2004,2005,0,0,7,6,0,0.0,1,0,0,1,0,3,0,0.0,0,0.0,384.0,384.0,0,0,0,0,744,630,0,1374,0.0,0.0,2,1,3,1,1,6,0,1,0,2,2004.0,2,2.0,400.0,0,0,0,100,0,0,0,0,0,-1,-1,-1,0,8,2009,0,0
60,4,62.0,7.984,0,-1,1,0,0,0,0,7,0,0,0,1,7,5,2004,2005,0,0,0,0,1,200.0,1,0,0,1,0,0,0,0.0,0,0.0,868.0,868.0,0,0,0,0,868,762,0,1630,0.0,0.0,2,1,3,1,1,7,0,1,0,2,2004.0,2,2.0,436.0,0,0,0,120,48,0,0,0,0,-1,-1,-1,0,9,2009,0,0
60,4,61.0,10.125,0,-1,1,0,0,0,0,7,0,0,0,1,7,5,2004,2004,0,0,0,0,0,0.0,1,0,0,1,0,3,0,0.0,0,0.0,846.0,846.0,0,0,0,0,846,748,0,1594,0.0,0.0,2,1,3,1,1,7,0,1,0,0,2004.0,2,2.0,434.0,0,0,0,300,48,0,0,0,0,-1,0,-1,0,7,2009,0,0
60,4,-1.0,8.965,0,-1,1,0,0,0,0,7,0,0,0,1,7,5,2003,2003,0,0,0,0,0,0.0,1,0,0,1,0,0,1,652.0,0,0.0,130.0,782.0,0,0,0,0,806,683,0,1489,1.0,0.0,2,1,3,1,1,8,0,1,0,0,2003.0,2,2.0,400.0,0,0,0,0,75,0,0,0,0,-1,-1,-1,0,6,2009,0,0
60,4,-1.0,8.174,0,-1,1,0,0,0,0,7,0,0,0,1,7,5,2003,2003,0,0,0,0,0,0.0,1,0,0,1,0,0,1,494.0,0,0.0,204.0,698.0,0,0,0,0,698,644,0,1342,1.0,0.0,2,1,3,1,1,7,0,1,1,0,2003.0,2,2.0,393.0,0,0,0,100,56,0,0,0,0,-1,-1,-1,0,5,2009,0,0
60,4,-1.0,12.891,0,-1,1,0,0,1,0,7,0,0,0,1,8,5,2002,2002,0,0,0,0,-1,-1.0,1,0,0,2,0,0,1,651.0,0,0.0,219.0,870.0,0,0,0,0,878,1126,0,2004,1.0,0.0,2,1,4,1,1,8,0,1,0,2,2002.0,2,3.0,644.0,0,0,0,0,48,0,0,0,0,-1,-1,-1,0,7,2009,0,0
80,4,61.0,9.734,0,-1,1,0,0,0,0,7,3,0,0,3,7,5,2004,2004,0,0,0,0,0,0.0,1,0,0,1,0,3,1,241.0,1,113.0,30.0,384.0,0,0,0,0,744,630,0,1374,0.0,0.0,2,1,3,1,1,7,0,0,-1,2,2004.0,2,2.0,400.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,2009,0,0
60,4,42.0,8.433,0,-1,1,0,0,0,0,7,0,0,0,1,6,5,2000,2000,0,0,0,0,0,0.0,0,0,0,1,0,0,1,683.0,0,0.0,111.0,794.0,0,0,0,0,819,695,0,1514,1.0,0.0,2,1,3,1,0,7,0,1,1,0,2000.0,2,2.0,394.0,0,0,0,0,72,0,0,0,0,-1,-1,-1,0,6,2009,0,0
80,4,62.0,7.75,0,-1,0,0,0,0,0,7,0,0,0,3,7,5,1999,2000,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,384.0,384.0,0,0,0,0,774,656,0,1430,0.0,0.0,2,1,3,1,0,7,0,1,1,2,1999.0,1,2.0,400.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,2009,0,0
60,4,-1.0,15.896,0,-1,2,0,0,2,0,7,7,0,0,1,7,5,1999,1999,0,0,0,0,1,210.0,1,0,0,1,0,0,2,913.0,0,0.0,264.0,1177.0,0,0,0,0,1223,1089,0,2312,1.0,0.0,2,1,4,1,1,8,0,1,1,2,1999.0,2,3.0,658.0,0,0,0,298,0,0,0,0,0,-1,-1,-1,0,5,2009,0,0
80,4,64.0,7.848,0,-1,1,0,0,0,0,7,0,0,0,3,7,6,1999,1999,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,384.0,384.0,0,0,0,0,774,656,0,1430,0.0,0.0,2,1,3,1,0,7,0,1,1,2,1999.0,2,2.0,410.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,2009,0,0
60,4,106.0,12.72,0,-1,0,0,0,0,0,16,0,0,0,1,8,5,2000,2000,0,0,0,0,1,150.0,1,0,0,1,0,3,1,1173.0,0,0.0,282.0,1455.0,0,0,0,0,1466,1221,0,2687,1.0,0.0,2,1,4,1,1,10,0,2,1,2,2000.0,1,3.0,810.0,0,0,0,252,30,0,0,0,0,-1,-1,-1,0,9,2009,0,0
20,4,-1.0,10.75,0,-1,1,0,0,2,0,16,0,0,0,0,8,5,1994,1995,1,0,3,3,1,634.0,1,0,0,1,0,1,4,236.0,5,1526.0,262.0,2024.0,0,0,0,0,2063,0,0,2063,1.0,0.0,2,0,3,1,1,7,0,2,0,0,1994.0,2,3.0,815.0,0,0,0,182,56,0,0,0,0,-1,-1,-1,0,6,2009,0,0
60,4,79.0,9.085,0,-1,0,0,0,0,0,16,0,0,0,1,7,5,1995,1996,0,0,0,0,1,286.0,1,0,0,1,0,0,1,816.0,0,0.0,254.0,1070.0,0,0,0,0,1094,967,0,2061,1.0,0.0,2,1,3,1,1,7,0,1,1,0,1995.0,2,2.0,647.0,0,0,0,296,102,209,0,0,0,-1,-1,-1,0,11,2009,0,0
60,4,-1.0,11.692,0,-1,1,0,0,0,0,16,0,0,0,1,8,5,1993,1994,0,0,2,2,1,372.0,1,0,0,1,0,0,1,624.0,0,0.0,549.0,1173.0,0,0,0,0,1215,1017,0,2232,1.0,0.0,2,1,3,1,1,8,0,1,1,0,1993.0,1,2.0,623.0,0,0,0,173,165,0,0,0,0,-1,-1,-1,0,10,2009,0,0
20,4,86.0,11.194,0,-1,1,0,0,0,0,5,4,0,0,0,8,5,2008,2008,0,0,0,0,2,240.0,1,0,0,1,0,3,0,0.0,0,0.0,1696.0,1696.0,0,0,0,0,1696,0,0,1696,0.0,0.0,2,0,3,1,1,7,0,0,-1,0,2008.0,1,3.0,972.0,0,0,0,120,56,0,0,0,0,-1,-1,-1,0,9,2009,0,0
20,4,78.0,10.206,0,-1,0,0,0,0,0,5,4,0,0,0,8,5,2008,2008,0,0,0,0,1,294.0,1,0,0,1,0,0,0,0.0,0,0.0,1614.0,1614.0,0,0,0,0,1658,0,0,1658,0.0,0.0,2,1,3,1,1,7,0,1,0,0,2008.0,2,3.0,726.0,0,0,0,144,44,0,0,0,0,-1,-1,-1,0,9,2009,0,0
20,4,85.0,10.13,0,-1,0,0,0,0,0,5,0,0,0,0,8,5,2007,2007,0,0,0,0,2,260.0,1,0,0,1,0,1,1,1294.0,0,0.0,408.0,1702.0,0,0,0,0,1702,0,0,1702,1.0,0.0,2,0,3,1,1,7,0,1,0,0,2007.0,1,3.0,844.0,0,0,0,0,69,0,0,0,0,-1,-1,-1,0,3,2009,0,0
20,4,76.0,9.139,0,-1,1,0,0,0,0,5,0,0,0,0,8,5,2006,2006,1,0,0,0,2,206.0,1,0,0,2,0,1,1,379.0,0,0.0,1043.0,1422.0,0,0,0,0,1432,0,0,1432,0.0,0.0,2,0,3,1,1,7,0,1,0,0,2006.0,2,2.0,492.0,0,0,0,297,50,0,0,0,0,-1,-1,-1,0,9,2009,0,0
20,4,85.0,11.128,0,-1,0,0,0,1,0,5,4,4,0,0,9,5,2005,2006,1,0,0,0,2,198.0,2,0,0,2,0,2,1,2158.0,0,0.0,300.0,2458.0,0,0,0,0,2490,0,0,2490,1.0,0.0,2,0,2,1,2,9,0,2,0,0,2005.0,2,3.0,795.0,0,0,0,70,226,0,0,0,0,-1,1,-1,0,10,2009,0,0
20,2,90.0,7.993,0,-1,1,0,0,0,0,5,0,0,0,0,7,5,2008,2009,0,0,0,0,-1,-1.0,1,0,0,2,0,0,0,0.0,0,0.0,1436.0,1436.0,0,0,0,0,1436,0,0,1436,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,2008.0,2,2.0,529.0,0,0,0,0,121,0,0,0,0,-1,-1,-1,0,10,2009,1,1
20,2,72.0,8.64,0,-1,0,0,0,0,0,5,0,0,0,0,7,5,2008,2008,1,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1402.0,1402.0,0,0,0,0,1402,0,0,1402,0.0,0.0,2,0,3,1,1,7,0,0,-1,0,2008.0,1,2.0,625.0,0,0,0,205,126,0,0,0,0,-1,-1,-1,0,5,2009,0,0
20,2,112.0,12.606,0,-1,1,0,0,0,0,5,0,0,0,0,9,5,2007,2008,0,0,0,0,2,120.0,1,0,0,1,0,1,0,0.0,0,0.0,1530.0,1530.0,0,0,0,0,1530,0,0,1530,0.0,0.0,2,0,3,1,1,7,0,1,0,0,2008.0,1,3.0,984.0,0,0,0,212,136,0,0,0,0,-1,-1,-1,0,5,2009,0,0
20,2,75.0,7.5,0,-1,0,0,0,0,0,5,0,0,0,0,8,5,2006,2007,0,0,0,0,2,238.0,1,0,0,1,0,0,1,24.0,0,0.0,1348.0,1372.0,0,0,0,0,1448,0,0,1448,0.0,0.0,2,0,2,1,1,6,0,1,0,0,2006.0,1,2.0,692.0,0,0,0,0,140,0,0,0,0,-1,-1,-1,0,6,2009,0,0
60,2,84.0,10.603,0,-1,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,1,0,0,0,2,121.0,1,0,0,2,1,0,1,682.0,0,0.0,218.0,900.0,0,0,0,0,909,886,0,1795,1.0,0.0,2,1,3,1,1,8,0,1,0,0,2006.0,2,3.0,782.0,0,0,0,168,45,0,0,0,0,-1,-1,-1,0,7,2009,0,0
20,2,65.0,8.125,0,-1,0,0,0,1,0,5,0,0,0,0,8,5,2008,2009,1,0,0,0,1,288.0,1,0,0,1,0,0,0,0.0,0,0.0,1836.0,1836.0,0,0,0,0,1836,0,0,1836,0.0,0.0,2,0,3,1,1,8,0,1,0,0,2009.0,2,2.0,517.0,0,0,0,0,175,0,0,0,0,-1,-1,-1,0,10,2009,1,1
20,2,85.0,10.625,0,-1,0,0,0,0,0,5,0,0,0,0,7,5,2006,2007,0,0,0,0,0,0.0,1,0,0,1,0,0,1,1430.0,0,0.0,222.0,1652.0,0,0,0,0,1662,0,0,1662,1.0,0.0,2,0,3,1,2,8,0,1,0,0,2006.0,1,3.0,711.0,0,0,0,168,120,0,0,0,0,-1,-1,-1,0,3,2009,0,0
20,2,68.0,8.736,0,-1,1,0,0,0,0,5,0,0,0,0,7,5,2003,2004,0,0,0,6,0,0.0,1,0,0,1,0,0,1,771.0,4,360.0,422.0,1553.0,0,0,0,0,1553,0,0,1553,1.0,0.0,2,0,3,1,1,6,0,0,-1,0,2003.0,1,2.0,588.0,0,0,0,192,88,0,0,0,0,-1,-1,-1,0,8,2009,0,0
60,2,65.0,8.127,0,-1,1,0,0,0,0,5,0,0,0,1,7,5,2003,2003,0,0,0,0,0,0.0,1,0,0,1,0,0,1,410.0,0,0.0,402.0,812.0,0,0,0,0,812,841,0,1653,1.0,0.0,2,1,3,1,1,6,0,0,-1,0,2003.0,1,2.0,628.0,0,0,0,0,45,0,0,0,0,-1,-1,-1,0,3,2009,0,0
20,4,80.0,9.605,0,-1,0,0,0,1,0,10,0,0,0,0,7,6,2007,2007,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1218.0,1218.0,0,0,0,0,1218,0,0,1218,0.0,0.0,1,1,3,1,1,6,0,0,-1,1,2007.0,1,2.0,576.0,0,0,0,0,178,0,0,0,0,-1,-1,-1,0,4,2009,0,0
20,4,63.0,7.5,0,-1,0,0,0,0,0,10,0,0,0,0,7,5,2006,2006,0,0,0,0,0,0.0,1,0,0,1,1,0,1,54.0,0,0.0,1087.0,1141.0,0,0,0,0,1141,0,0,1141,1.0,0.0,1,1,3,1,1,6,0,0,-1,1,2006.0,1,2.0,484.0,0,0,0,182,0,0,0,0,0,-1,-1,-1,0,6,2009,0,0
20,4,63.0,7.5,0,-1,0,0,0,0,0,10,0,0,0,0,6,5,2004,2004,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,1158.0,1158.0,0,0,0,0,1158,0,0,1158,0.0,0.0,1,1,3,1,1,5,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,50,0,0,0,0,-1,-1,-1,0,8,2009,0,0
60,4,96.0,10.628,0,-1,1,0,0,1,0,10,0,0,0,1,7,5,2004,2004,0,0,0,0,0,0.0,1,0,0,1,0,2,0,0.0,0,0.0,835.0,835.0,0,0,0,0,871,941,0,1812,0.0,0.0,2,1,3,1,1,8,0,0,-1,2,2004.0,1,2.0,478.0,0,0,0,146,91,0,0,0,0,-1,-1,-1,0,1,2009,0,0
20,4,76.0,10.141,0,-1,1,0,0,0,0,10,0,0,0,0,8,5,2004,2004,0,1,0,0,1,264.0,1,0,0,1,0,2,4,516.0,1,774.0,222.0,1512.0,0,0,0,0,1512,0,0,1512,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,2004.0,1,3.0,845.0,0,0,0,210,36,0,0,0,0,-1,-1,-1,0,1,2009,0,0
20,4,63.0,13.072,0,-1,0,0,0,0,0,10,5,0,0,0,7,5,2004,2005,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1114.0,1114.0,0,0,0,0,1114,0,0,1114,0.0,0.0,1,1,3,1,1,6,0,0,-1,1,2005.0,0,2.0,576.0,0,0,0,248,102,0,0,0,0,-1,-1,-1,0,5,2009,0,0
20,4,63.0,13.072,0,-1,0,0,0,0,0,10,5,0,0,0,5,5,2004,2004,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,1114.0,1114.0,0,0,0,0,1114,0,0,1114,0.0,0.0,1,1,3,1,1,6,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,39,0,0,0,0,-1,-1,-1,0,8,2009,0,0
20,4,60.0,12.45,0,-1,0,0,0,0,0,10,5,0,0,0,5,5,2003,2004,0,0,0,0,0,0.0,0,0,0,1,0,0,1,836.0,0,0.0,278.0,1114.0,0,0,0,0,1114,0,0,1114,1.0,0.0,2,0,3,1,1,6,0,0,-1,1,2004.0,0,2.0,576.0,0,0,0,0,42,0,0,0,0,-1,-1,-1,0,6,2009,0,0
20,4,61.0,7.328,0,-1,0,0,0,0,0,10,0,0,0,0,7,5,2008,2009,0,0,0,0,1,140.0,1,0,0,1,0,0,0,0.0,0,0.0,1450.0,1450.0,0,0,0,0,1450,0,0,1450,0.0,0.0,2,0,2,1,1,6,0,0,-1,0,2008.0,1,3.0,788.0,0,0,0,0,93,0,0,0,0,-1,-1,-1,0,2,2009,1,1
60,4,43.0,11.492,0,-1,1,0,0,2,0,10,0,0,0,1,7,5,1996,1997,0,0,0,0,1,132.0,1,0,0,1,0,0,1,637.0,0,0.0,276.0,913.0,0,0,0,0,913,1209,0,2122,1.0,0.0,2,1,4,1,1,8,0,1,1,0,1997.0,1,2.0,559.0,0,0,0,0,74,0,0,0,0,-1,-1,-1,0,4,2009,0,0
60,4,70.0,7.703,0,-1,0,0,0,0,0,10,0,0,0,1,6,6,1992,1992,0,0,2,2,0,0.0,1,1,0,1,1,0,1,52.0,1,364.0,400.0,816.0,0,0,0,0,833,897,0,1730,0.0,0.0,2,1,3,1,1,6,0,0,-1,0,1992.0,1,2.0,528.0,0,0,0,0,91,0,0,168,0,-1,-1,-1,0,11,2009,0,0
120,4,50.0,7.175,0,-1,0,0,0,0,0,10,0,0,1,0,6,5,1990,1991,0,0,4,11,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1332.0,1332.0,0,2,0,0,1332,0,0,1332,0.0,0.0,2,0,2,1,1,5,0,0,-1,0,1990.0,1,2.0,542.0,0,0,0,0,60,0,0,0,0,-1,-1,-1,0,2,2009,0,0
60,4,70.0,9.109,0,-1,0,0,0,0,0,10,5,0,0,1,7,5,1994,1994,0,0,0,0,0,0.0,1,0,0,1,0,0,5,36.0,5,596.0,122.0,754.0,0,0,0,0,754,786,0,1540,1.0,0.0,2,1,3,1,1,6,0,0,-1,0,1994.0,1,2.0,495.0,0,0,0,140,32,0,0,0,0,-1,-1,-1,0,10,2009,0,0
60,4,-1.0,10.274,0,-1,1,0,0,2,0,10,0,0,0,1,6,7,1986,1986,0,0,0,0,1,141.0,0,1,1,1,0,0,3,331.0,0,0.0,345.0,676.0,0,1,0,0,698,702,0,1400,0.0,0.0,2,1,3,1,0,6,0,0,-1,0,1986.0,1,2.0,465.0,0,0,0,0,48,0,0,0,0,-1,-1,-1,0,7,2009,0,0
90,4,75.0,8.25,0,-1,0,0,0,0,0,10,0,0,2,1,6,7,1981,1981,0,0,3,6,0,0.0,0,0,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,1,0,0,964,918,0,1882,0.0,0.0,2,0,4,2,0,8,0,2,1,0,1981.0,0,2.0,612.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,2009,0,0
20,4,63.0,9.75,0,-1,1,0,0,0,0,8,0,0,0,0,5,5,1962,1962,1,0,2,4,0,0.0,0,0,1,0,0,0,5,68.0,3,884.0,28.0,980.0,0,2,0,0,980,0,0,980,1.0,0.0,1,0,3,1,0,5,0,0,-1,1,1969.0,0,2.0,400.0,0,0,0,0,28,0,0,0,0,-1,0,-1,0,11,2009,0,0
20,4,-1.0,8.499,0,-1,1,0,0,1,0,8,1,0,0,0,5,6,1961,1961,0,0,1,1,0,0.0,0,0,1,0,0,0,1,660.0,0,0.0,204.0,864.0,0,0,0,0,864,0,0,864,1.0,0.0,1,0,3,1,0,5,0,0,-1,1,1982.0,0,2.0,732.0,0,0,0,0,312,0,0,0,0,-1,-1,-1,0,6,2009,0,0
20,4,-1.0,9.079,0,-1,1,0,0,0,0,8,0,0,0,0,5,5,1961,1961,0,0,3,4,0,0.0,0,0,1,0,0,0,4,864.0,0,0.0,0.0,864.0,0,1,0,0,864,0,0,864,0.0,0.0,1,0,2,1,0,5,0,0,-1,0,1961.0,0,1.0,440.0,0,0,0,158,0,0,0,0,0,-1,-1,-1,0,7,2009,0,0
20,4,-1.0,9.316,0,-1,1,0,0,0,0,8,0,0,0,0,5,5,1965,1965,0,0,2,4,0,0.0,0,0,1,0,0,0,3,544.0,0,0.0,480.0,1024.0,0,2,0,0,1020,0,0,1020,0.0,0.0,2,0,3,1,0,5,0,0,-1,0,1965.0,0,1.0,288.0,0,0,0,171,0,0,0,0,0,-1,0,-1,0,5,2009,7,3
20,4,-1.0,7.791,0,-1,1,0,0,0,0,8,5,0,0,0,5,8,1963,1995,0,0,4,4,0,0.0,1,1,1,0,0,0,2,624.0,0,0.0,288.0,912.0,0,0,0,0,912,0,0,912,1.0,0.0,1,0,3,1,1,6,0,0,-1,0,1963.0,1,1.0,300.0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,10,2009,0,0
20,4,65.0,7.15,0,-1,0,0,0,0,0,8,1,0,0,0,5,6,1962,1962,0,0,0,0,1,60.0,0,0,1,0,0,0,5,140.0,3,590.0,182.0,912.0,0,2,0,0,912,0,0,912,0.0,1.0,1,0,3,1,0,6,0,0,-1,0,1962.0,0,1.0,252.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,10,2009,0,0
20,4,-1.0,15.676,0,-1,1,3,0,0,0,23,0,0,0,0,8,8,1980,1980,0,0,0,0,1,115.0,1,1,1,1,1,2,2,1733.0,1,92.0,189.0,2014.0,0,2,0,0,2014,0,0,2014,1.0,0.0,2,0,2,1,1,6,4,2,0,0,1980.0,1,3.0,864.0,0,0,0,462,0,0,255,0,0,-1,0,-1,0,4,2009,0,0
60,4,-1.0,11.949,0,-1,0,0,0,0,0,16,0,0,0,1,7,8,1991,2008,0,0,0,0,1,196.0,1,1,0,1,0,0,1,601.0,4,216.0,158.0,975.0,0,0,0,0,975,780,0,1755,0.0,1.0,2,1,3,1,1,7,0,1,1,0,1991.0,0,2.0,524.0,0,0,0,502,60,0,0,0,0,-1,1,-1,0,7,2009,0,0
160,2,32.0,2.88,0,0,0,0,0,0,0,5,0,0,3,1,7,5,2004,2005,0,0,1,1,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1376.0,1376.0,0,0,0,0,1376,1629,0,3005,0.0,0.0,2,1,3,1,1,9,3,1,1,2,2004.0,2,3.0,704.0,0,0,0,0,177,0,0,0,0,-1,-1,-1,0,7,2009,0,0
120,2,-1.0,3.83,0,0,1,0,0,0,0,5,0,0,1,0,6,5,2008,2008,0,0,0,0,2,280.0,1,0,0,1,0,0,0,0.0,0,0.0,1726.0,1726.0,0,0,0,0,1726,0,0,1726,0.0,0.0,2,1,2,1,1,6,0,1,0,0,2008.0,2,2.0,561.0,0,0,0,0,254,0,0,0,0,-1,-1,-1,0,1,2009,1,1
120,2,-1.0,4.217,0,0,1,0,0,0,0,5,0,0,1,0,6,5,2008,2008,0,0,0,0,2,252.0,1,0,0,1,0,0,1,962.0,0,0.0,183.0,1145.0,0,0,0,0,1256,0,0,1256,1.0,0.0,1,1,1,1,1,5,0,1,0,0,2008.0,2,2.0,641.0,0,0,0,0,169,0,0,0,0,-1,-1,-1,0,3,2009,0,0
160,2,34.0,2.998,0,-1,0,0,0,0,0,5,0,0,1,1,6,5,2000,2000,0,0,1,1,1,513.0,1,0,0,1,0,0,1,507.0,0,0.0,249.0,756.0,0,0,0,0,756,756,0,1512,1.0,0.0,2,1,2,1,1,4,0,0,-1,1,2000.0,0,2.0,440.0,0,0,0,0,32,0,0,0,0,-1,-1,-1,0,8,2009,0,0
160,2,35.0,3.768,0,-1,0,0,0,3,0,5,0,0,1,1,7,5,1999,1999,1,0,1,1,1,218.0,1,0,0,1,0,0,1,549.0,0,0.0,142.0,691.0,0,0,0,0,713,739,0,1452,1.0,0.0,2,1,3,1,1,6,0,0,-1,1,1999.0,0,2.0,506.0,0,0,0,0,34,0,0,0,0,-1,-1,-1,0,9,2009,0,0
