MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,tag
75,4,60.0,8.4,0,-1,0,2,0,0,1,18,0,0,0,7,5,8,1939,1997,0,0,3,3,0,0.0,0,0,0,0,0,0,5,378.0,0,0.0,342.0,720.0,0,0,0,0,1052,720,420,2192,0.0,0.0,2,1,4,1,1,8,0,1,0,1,1939.0,0,1.0,240.0,0,0,0,262,24,0,0,0,0,-1,-1,-1,0,7,2008,0,0,179.5
30,3,71.0,6.9,0,-1,0,0,0,0,0,14,0,0,0,0,5,6,1940,1955,0,0,0,0,0,0.0,0,0,1,0,0,0,2,403.0,1,125.0,212.0,740.0,0,0,0,0,778,0,0,778,0.0,0.0,1,0,2,1,0,4,0,1,0,1,1966.0,2,1.0,924.0,4,4,0,0,25,0,0,0,0,-1,-1,-1,0,2,2008,0,0,120.5
20,4,-1.0,7.917,0,-1,1,0,0,1,0,4,0,0,0,0,6,7,1976,1976,1,0,2,2,1,174.0,0,1,1,0,1,0,4,751.0,0,0.0,392.0,1143.0,0,1,0,0,1113,0,0,1113,1.0,0.0,1,1,3,1,0,6,0,1,2,0,1987.0,1,1.0,504.0,0,2,0,370,30,0,0,0,0,-1,1,-1,0,5,2007,0,0,148.0
60,2,84.0,10.728,0,-1,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,0,0,0,0,0,0.0,1,0,0,1,0,3,0,0.0,0,0.0,1095.0,1095.0,0,2,0,0,1095,844,0,1939,0.0,0.0,2,1,3,1,1,8,0,1,0,0,2006.0,1,3.0,1053.0,0,0,0,192,51,0,0,0,0,-1,-1,-1,0,8,2006,1,1,266.0
20,4,73.0,39.104,0,-1,1,3,0,2,2,19,0,0,0,0,7,7,1954,2005,3,6,4,4,0,0.0,0,0,1,1,0,2,5,226.0,5,1063.0,96.0,1385.0,0,0,0,0,1363,0,0,1363,1.0,0.0,1,0,2,1,0,5,3,2,1,0,1954.0,0,2.0,439.0,0,0,0,81,0,0,0,0,0,-1,-1,-1,0,4,2008,0,0,241.5
60,4,92.0,11.764,0,-1,1,0,0,2,0,16,0,0,0,1,8,7,1999,2007,0,0,0,0,1,348.0,1,0,0,1,0,0,1,524.0,0,0.0,628.0,1152.0,0,0,0,0,1164,1106,0,2270,0.0,0.0,2,1,4,1,1,9,0,1,0,0,1999.0,2,3.0,671.0,0,0,0,132,57,0,0,0,0,-1,-1,-1,0,4,2010,0,0,290.0
20,4,80.0,9.6,0,-1,0,0,0,0,0,0,1,0,0,0,6,6,1958,1988,1,0,3,3,3,183.0,0,0,1,0,0,0,3,620.0,2,620.0,0.0,1240.0,0,2,0,0,1632,0,0,1632,1.0,0.0,2,0,3,1,0,6,1,1,0,0,1958.0,1,1.0,338.0,0,0,0,289,0,0,0,0,0,-1,0,-1,0,4,2009,0,0,139.0
20,4,76.0,8.314,0,-1,0,0,0,1,0,11,0,0,0,0,5,7,1982,1982,0,0,2,11,0,0.0,0,0,1,0,0,2,2,546.0,0,0.0,270.0,816.0,0,1,0,0,816,0,0,816,0.0,0.0,1,0,2,1,0,5,0,0,-1,0,1982.0,0,1.0,264.0,0,0,0,168,0,0,0,0,0,-1,-1,-1,0,6,2007,0,0,124.5
50,4,55.0,7.264,0,-1,0,0,0,0,0,12,0,0,0,2,7,7,1925,2007,0,0,3,3,0,0.0,1,1,2,0,0,0,0,0.0,0,0.0,952.0,952.0,1,2,1,0,952,596,0,1548,0.0,0.0,2,1,3,1,2,5,0,0,-1,1,1978.0,0,2.0,672.0,0,0,0,74,0,0,0,144,0,-1,-1,-1,0,10,2009,0,0,205.0
20,4,129.0,9.196,0,-1,1,0,0,0,0,11,0,0,0,0,7,5,2003,2003,0,0,0,0,0,0.0,1,0,0,2,0,0,0,0.0,0,0.0,1560.0,1560.0,0,0,0,0,1560,0,0,1560,0.0,0.0,2,0,3,1,1,7,0,0,-1,0,2003.0,2,2.0,573.0,0,0,0,100,150,0,0,0,0,-1,-1,-1,0,4,2010,0,0,201.0
20,4,140.0,19.138,0,-1,0,0,0,1,0,7,0,0,0,0,4,5,1951,1951,0,0,0,0,0,0.0,0,0,1,0,0,0,5,120.0,0,0.0,744.0,864.0,0,0,0,0,864,0,0,864,0.0,0.0,1,0,2,1,0,4,0,0,-1,1,1951.0,0,2.0,400.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,2010,0,0,141.0
20,4,107.0,14.45,0,-1,0,0,0,0,0,6,0,0,0,0,9,5,2006,2007,0,0,5,5,1,315.0,2,0,0,2,0,2,0,0.0,0,0.0,2121.0,2121.0,0,0,0,0,2121,0,0,2121,0.0,0.0,2,1,3,1,2,8,0,1,4,0,2007.0,2,3.0,732.0,0,0,0,124,98,0,0,142,0,-1,-1,-1,0,5,2007,1,1,415.298
60,4,83.0,10.005,0,-1,0,0,0,0,0,19,0,0,0,1,7,5,1977,1977,1,0,4,4,1,299.0,0,0,1,1,0,0,4,392.0,0,0.0,768.0,1160.0,0,0,0,0,1156,866,0,2022,0.0,0.0,2,1,4,1,0,8,0,1,1,0,1977.0,2,2.0,505.0,0,0,0,288,117,0,0,0,0,-1,-1,-1,0,3,2008,0,0,192.0
60,4,82.0,11.287,0,-1,0,0,0,0,0,10,0,0,0,1,7,6,1989,1989,0,0,4,4,1,340.0,1,0,1,1,0,1,1,421.0,0,0.0,386.0,807.0,0,2,0,0,1175,807,0,1982,0.0,0.0,2,1,3,1,1,7,0,1,1,0,1989.0,2,2.0,575.0,0,0,0,0,84,0,196,0,0,-1,-1,-1,0,1,2007,0,0,228.5
20,2,60.0,7.2,0,0,0,0,0,0,0,5,0,0,0,0,6,5,2006,2006,0,0,0,0,2,68.0,1,0,0,1,0,0,1,905.0,0,0.0,357.0,1262.0,0,2,0,0,1262,0,0,1262,0.0,0.0,2,0,2,1,1,5,0,0,-1,0,2006.0,2,2.0,572.0,0,0,0,0,120,0,0,0,0,-1,-1,-1,0,5,2006,1,1,185.0
120,4,34.0,5.063,0,-1,0,0,0,0,0,6,0,0,3,0,7,5,2007,2008,0,0,0,0,2,166.0,1,0,0,1,0,0,1,904.0,0,0.0,410.0,1314.0,0,0,0,0,1314,0,0,1314,1.0,0.0,2,0,2,1,1,6,0,1,0,0,2008.0,1,2.0,626.0,0,0,0,172,62,0,0,0,0,-1,-1,-1,0,4,2009,6,0,207.5
20,4,74.0,9.612,0,-1,0,0,0,0,0,5,1,0,0,0,8,5,2008,2009,0,0,0,0,2,72.0,1,0,0,1,0,0,0,0.0,0,0.0,1468.0,1468.0,0,0,0,0,1468,0,0,1468,0.0,0.0,2,0,3,1,1,6,0,1,0,0,2008.0,2,3.0,898.0,0,0,0,210,150,0,0,0,0,-1,-1,-1,0,12,2009,1,1,244.6
120,4,50.0,8.012,0,-1,0,0,0,0,0,10,0,0,1,0,6,5,1992,1992,0,0,4,11,0,0.0,1,0,0,1,0,0,1,430.0,0,0.0,1145.0,1575.0,0,2,0,0,1575,0,0,1575,1.0,0.0,2,0,2,1,1,5,0,0,-1,0,1992.0,1,2.0,529.0,0,0,0,0,0,52,0,0,0,-1,-1,-1,0,7,2007,0,0,179.2
160,2,35.0,4.251,0,0,1,0,0,0,0,5,0,0,1,1,7,5,2006,2007,0,0,1,1,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,625.0,625.0,0,0,0,0,625,625,0,1250,0.0,0.0,2,1,2,1,1,5,0,0,-1,1,2006.0,1,2.0,528.0,0,0,0,0,54,0,0,0,0,-1,-1,-1,0,6,2007,1,1,164.7
50,4,77.0,9.786,0,-1,1,2,0,0,0,0,0,0,0,2,6,7,1962,1981,0,0,3,3,0,0.0,0,0,1,0,0,0,3,600.0,0,0.0,312.0,912.0,0,1,0,0,1085,649,0,1734,0.0,0.0,1,1,3,1,1,7,0,1,0,0,1962.0,1,2.0,440.0,0,0,0,0,0,0,0,128,0,-1,1,-1,0,6,2006,0,0,159.0
20,4,-1.0,8.125,0,-1,1,0,0,1,0,0,0,0,0,0,4,4,1971,1971,0,0,2,2,0,0.0,0,0,1,0,0,0,4,614.0,0,0.0,244.0,858.0,0,1,0,0,858,0,0,858,0.0,0.0,1,0,3,1,0,5,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,6,2006,0,0,88.0
20,4,-1.0,9.819,0,-1,1,0,0,0,0,8,0,0,0,0,5,5,1967,1967,0,0,1,1,1,31.0,0,1,1,0,0,0,4,450.0,0,0.0,432.0,882.0,0,1,0,0,900,0,0,900,0.0,0.0,1,0,3,1,0,5,0,0,-1,1,1970.0,0,1.0,280.0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,2,2010,0,0,122.0
70,4,60.0,8.73,0,-1,0,0,0,0,0,12,3,0,0,1,6,7,1915,2003,0,0,3,3,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,698.0,698.0,0,0,0,1,698,698,0,1396,0.0,0.0,1,0,3,1,0,7,0,0,-1,1,2003.0,0,1.0,384.0,0,0,0,0,0,0,0,259,0,-1,-1,-1,0,7,2007,0,0,153.575
60,4,120.0,15.611,0,-1,0,0,0,0,0,1,0,0,0,1,8,5,2006,2006,0,0,0,0,0,0.0,1,0,0,1,0,1,0,0.0,0,0.0,1079.0,1079.0,0,0,0,0,1079,840,0,1919,0.0,0.0,2,1,3,1,1,8,0,1,0,0,2006.0,1,2.0,685.0,2,0,0,0,51,0,0,0,0,-1,-1,-1,0,7,2006,1,1,233.23
190,4,55.0,5.687,0,1,0,2,0,0,0,18,0,0,4,1,5,6,1912,2000,0,0,0,0,0,0.0,0,2,0,0,2,0,3,210.0,0,0.0,570.0,780.0,0,0,1,0,936,780,0,1716,1.0,0.0,2,0,6,1,3,9,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,184,0,0,0,0,-1,-1,-1,0,3,2008,0,0,135.9
50,4,60.0,11.409,0,-1,0,0,0,0,0,4,0,0,0,2,5,4,1949,2008,0,0,3,3,0,0.0,0,0,1,0,0,0,5,292.0,0,0.0,476.0,768.0,0,2,0,0,1148,568,0,1716,0.0,0.0,1,1,3,1,0,8,2,1,0,0,1949.0,0,1.0,281.0,0,0,0,0,0,0,0,160,0,-1,-1,-1,0,1,2009,0,0,131.0
60,4,-1.0,16.659,0,-1,1,0,0,1,0,9,6,0,0,1,7,7,1977,1994,0,0,4,4,1,34.0,0,0,1,0,0,0,2,795.0,0,0.0,0.0,795.0,0,3,0,0,1468,795,0,2263,1.0,0.0,2,1,3,1,1,9,0,1,1,0,1977.0,2,2.0,539.0,0,0,0,0,250,0,0,0,0,-1,-1,-1,0,3,2006,0,0,235.0
20,4,80.0,9.6,0,-1,0,0,0,0,0,0,0,0,0,0,6,5,1953,1953,1,0,2,2,2,238.0,0,0,1,0,0,0,1,1285.0,0,0.0,131.0,1416.0,0,1,0,0,1644,0,0,1644,1.0,0.0,1,0,3,1,0,7,0,2,0,0,1953.0,2,2.0,418.0,0,0,0,110,0,0,0,0,0,-1,-1,-1,0,10,2009,0,0,167.0
80,4,37.0,7.937,0,-1,1,0,0,2,0,11,0,0,0,3,6,6,1984,1984,0,0,2,2,0,0.0,0,0,1,0,0,1,1,819.0,0,0.0,184.0,1003.0,0,1,0,0,1003,0,0,1003,1.0,0.0,1,0,3,1,0,6,0,0,-1,1,1984.0,0,2.0,588.0,0,0,0,120,0,0,0,0,0,-1,1,-1,0,3,2006,0,0,142.5
50,3,75.0,13.71,0,-1,0,0,0,0,0,14,0,0,0,2,5,5,1950,1950,0,0,3,3,0,0.0,0,0,1,0,0,0,4,420.0,0,0.0,490.0,910.0,0,1,0,1,910,648,0,1558,0.0,0.0,1,1,4,1,0,6,0,0,-1,0,1950.0,0,1.0,282.0,0,0,0,289,0,0,0,0,0,-1,0,-1,0,6,2007,0,0,152.0
60,2,66.0,7.399,0,0,1,0,0,0,0,5,0,0,0,1,7,5,1997,1998,1,0,0,0,1,1600.0,1,0,0,1,0,0,4,649.0,0,0.0,326.0,975.0,0,0,0,0,975,975,0,1950,0.0,0.0,2,1,3,1,1,7,0,1,1,1,1997.0,1,2.0,576.0,0,0,0,0,10,0,0,198,0,-1,-1,-1,0,6,2007,0,0,239.0
60,4,90.0,11.7,0,-1,0,0,0,0,0,9,0,0,0,1,6,6,1968,1968,4,0,2,13,1,365.0,1,0,1,0,0,0,2,384.0,1,175.0,143.0,702.0,0,2,0,0,1041,702,0,1743,0.0,1.0,1,2,3,1,0,7,0,1,0,0,1968.0,0,2.0,539.0,0,0,0,224,0,0,0,0,0,-1,-1,-1,0,6,2007,0,0,175.0
20,4,80.0,14.0,0,-1,0,0,0,0,0,13,0,0,0,0,6,8,1950,2004,0,0,2,2,0,0.0,0,1,1,0,0,0,0,0.0,0,0.0,1092.0,1092.0,0,0,0,0,1152,0,0,1152,0.0,1.0,1,0,3,1,1,6,0,1,0,0,1950.0,0,1.0,300.0,0,0,0,0,36,0,0,0,0,-1,1,-1,0,8,2009,0,3,158.5
190,4,90.0,15.75,0,-1,0,0,0,1,0,13,0,0,4,0,5,5,1953,1953,1,0,1,1,1,56.0,0,0,1,0,0,3,4,841.0,0,0.0,324.0,1165.0,0,1,0,0,1336,0,0,1336,1.0,0.0,1,0,2,1,0,5,0,2,0,0,1953.0,0,1.0,375.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,2006,0,0,157.0
60,4,66.0,16.226,0,-1,3,0,0,0,0,1,0,0,0,1,8,5,1998,1999,0,0,0,0,0,0.0,1,0,0,1,0,0,1,281.0,0,0.0,747.0,1028.0,0,0,0,0,1210,1242,0,2452,0.0,0.0,2,1,4,1,1,9,0,1,1,2,1998.0,2,2.0,683.0,0,0,0,208,50,0,0,0,0,-1,-1,-1,0,5,2007,0,0,267.0
20,4,118.0,13.704,0,-1,1,0,0,1,0,1,0,0,0,0,7,5,2001,2002,0,0,0,0,1,150.0,1,0,0,1,0,0,0,0.0,0,0.0,1541.0,1541.0,0,0,0,0,1541,0,0,1541,0.0,0.0,2,0,3,1,1,6,0,1,1,0,2001.0,1,3.0,843.0,0,0,0,468,81,0,0,0,0,-1,-1,-1,0,1,2006,0,0,205.0
20,4,70.0,9.8,0,-1,0,0,0,1,0,1,0,0,0,0,5,7,1972,1972,0,0,0,0,0,0.0,0,0,0,0,0,0,2,894.0,0,0.0,0.0,894.0,0,1,0,0,894,0,0,894,1.0,0.0,1,0,3,1,0,5,0,0,-1,0,1975.0,0,2.0,552.0,0,0,0,256,0,0,0,0,0,-1,2,-1,0,7,2006,0,2,149.9
75,3,87.0,18.386,0,-1,0,0,0,0,0,2,0,0,0,7,7,9,1880,2002,0,0,5,5,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,1470.0,1470.0,0,0,0,0,1675,1818,0,3493,0.0,0.0,3,0,3,1,1,10,0,1,4,0,2003.0,0,3.0,870.0,0,0,0,302,0,0,0,0,0,-1,-1,-1,0,5,2008,0,0,295.0
20,4,80.0,10.386,0,-1,0,0,0,0,0,1,0,0,0,0,8,5,2004,2005,0,0,5,5,2,246.0,1,0,0,1,0,0,1,1464.0,0,0.0,536.0,2000.0,0,0,0,0,2000,0,0,2000,1.0,0.0,2,0,3,1,1,8,0,0,-1,0,2004.0,2,3.0,888.0,0,0,0,168,0,0,0,0,0,-1,-1,-1,0,7,2007,0,0,305.9
60,4,116.0,13.474,0,-1,0,0,0,0,0,10,1,0,0,1,7,5,1990,1991,0,0,2,4,1,246.0,1,0,1,1,0,0,2,700.0,0,0.0,0.0,700.0,0,2,0,0,1122,1121,0,2243,1.0,0.0,2,1,4,1,1,8,0,1,1,0,1990.0,1,3.0,746.0,0,0,0,127,44,224,0,0,0,-1,-1,-1,0,6,2007,0,0,225.0
50,3,-1.0,7.92,0,1,1,0,0,0,0,14,2,0,0,2,6,7,1920,1950,0,0,1,1,0,0.0,0,2,1,0,0,0,0,0.0,0,0.0,319.0,319.0,0,1,0,1,1035,371,0,1406,0.0,0.0,1,0,3,1,3,6,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,144,0,0,0,0,-1,0,-1,0,3,2008,0,0,89.5
30,4,-1.0,12.342,0,-1,1,0,0,0,0,4,0,0,0,0,4,5,1940,1950,0,0,0,0,0,0.0,0,0,1,0,0,0,4,262.0,0,0.0,599.0,861.0,0,0,0,0,861,0,0,861,0.0,0.0,1,0,1,1,0,4,0,0,-1,1,1961.0,0,2.0,539.0,0,0,0,158,0,0,0,0,0,-1,-1,-1,0,3,2009,0,0,82.5
20,4,90.0,12.378,0,-1,1,0,0,0,0,6,0,0,0,0,9,5,2003,2004,0,0,0,0,0,0.0,1,0,0,2,0,2,1,1274.0,0,0.0,622.0,1896.0,0,0,0,0,1944,0,0,1944,1.0,0.0,2,0,3,1,2,8,0,3,4,0,2003.0,2,3.0,708.0,0,0,0,208,175,0,0,0,0,-1,-1,-1,0,11,2006,0,0,360.0
60,4,-1.0,7.685,0,-1,1,0,0,0,0,7,0,0,0,1,6,5,1993,1994,0,0,2,2,1,112.0,0,0,0,1,0,0,2,518.0,0,0.0,179.0,697.0,0,2,0,0,697,804,0,1501,0.0,0.0,2,1,3,1,1,6,0,1,1,0,1993.0,2,2.0,420.0,0,0,0,190,63,0,0,0,0,-1,-1,-1,0,5,2006,0,0,165.6
20,4,50.0,8.0,0,-1,0,0,0,0,0,0,0,0,0,0,6,6,1948,2002,0,0,0,0,0,0.0,0,1,1,0,0,0,2,680.0,0,0.0,292.0,972.0,0,0,0,0,972,0,0,972,1.0,0.0,1,0,2,1,0,5,0,1,0,1,1948.0,0,1.0,240.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,2009,0,0,132.0
190,3,65.0,7.8,0,-1,0,0,0,0,0,2,2,0,4,2,5,7,1939,1950,0,0,1,1,0,0.0,0,0,1,1,0,3,3,507.0,0,0.0,286.0,793.0,0,1,0,0,793,325,0,1118,1.0,0.0,1,0,3,1,0,5,0,1,0,1,1939.0,0,2.0,410.0,0,0,0,0,0,0,0,271,0,-1,0,-1,0,5,2006,0,0,119.9
20,4,150.0,215.245,0,-1,3,3,0,0,2,15,0,0,0,0,7,5,1965,1965,1,0,6,7,0,0.0,0,0,1,1,0,2,2,1236.0,1,820.0,80.0,2136.0,1,1,0,0,2036,0,0,2036,2.0,0.0,2,0,3,1,0,8,0,2,0,0,1965.0,1,2.0,513.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,2009,0,0,375.0
70,3,60.0,9.6,0,1,0,0,0,0,0,2,0,0,0,1,7,7,1925,1990,0,0,3,3,0,0.0,0,0,2,0,1,0,5,16.0,0,0.0,712.0,728.0,0,0,0,0,832,809,0,1641,0.0,1.0,1,1,3,1,2,6,0,1,0,1,1925.0,0,2.0,546.0,1,0,0,0,0,234,0,0,0,-1,-1,-1,0,8,2006,0,0,178.0
60,4,71.0,7.795,0,-1,1,0,0,0,0,7,0,0,0,1,7,5,2004,2005,0,0,0,0,0,0.0,1,0,0,1,0,0,1,425.0,0,0.0,291.0,716.0,0,0,0,0,716,716,0,1432,1.0,0.0,2,1,3,1,1,6,0,1,0,0,2004.0,2,2.0,432.0,0,0,0,100,51,0,0,0,0,-1,-1,-1,0,7,2009,0,0,188.5
60,4,94.0,13.005,0,-1,1,0,0,1,0,9,0,0,0,1,7,7,1980,1980,0,0,5,5,1,278.0,1,0,1,1,0,0,1,692.0,0,0.0,153.0,845.0,0,1,0,0,1153,1200,0,2353,1.0,0.0,2,1,4,1,2,10,0,1,1,0,1983.0,1,2.0,484.0,0,0,0,288,195,0,0,0,0,-1,1,-1,0,8,2009,0,0,260.0
60,2,75.0,9.0,0,-1,0,0,0,0,0,5,0,0,0,1,8,5,2006,2006,0,0,0,0,0,0.0,1,0,0,1,0,1,0,0.0,0,0.0,1088.0,1088.0,0,0,0,0,1088,871,0,1959,0.0,0.0,2,1,3,1,1,8,0,1,0,0,2006.0,1,3.0,1025.0,0,0,0,208,46,0,0,0,0,-1,-1,-1,0,12,2007,0,0,270.0
60,4,90.0,9.9,0,-1,0,3,0,0,1,16,0,0,0,1,7,5,1993,1993,0,0,2,2,1,256.0,1,0,0,1,0,2,1,987.0,0,0.0,360.0,1347.0,0,0,0,0,1372,1274,0,2646,1.0,0.0,2,1,4,1,1,9,0,1,1,0,1993.0,1,3.0,656.0,0,0,0,340,60,144,0,0,0,-1,-1,-1,0,4,2009,0,0,260.0
80,4,-1.0,14.115,0,-1,0,0,0,0,0,9,0,0,0,3,7,5,1980,1980,0,0,4,4,1,225.0,0,0,1,1,0,1,1,1036.0,0,0.0,336.0,1372.0,0,1,0,0,1472,0,0,1472,1.0,0.0,2,0,3,1,0,6,0,2,1,0,1980.0,0,2.0,588.0,0,0,0,233,48,0,0,0,0,-1,-1,-1,0,6,2009,0,0,187.5
60,4,111.0,16.259,0,-1,0,0,0,1,0,6,0,0,0,1,9,5,2006,2006,0,0,0,0,2,370.0,0,0,0,2,1,1,0,0.0,0,0.0,1249.0,1249.0,0,0,0,0,1249,1347,0,2596,0.0,0.0,3,1,4,1,1,9,0,0,-1,0,2006.0,1,3.0,840.0,0,0,0,240,154,0,0,0,0,-1,-1,-1,0,9,2006,1,1,342.643
60,4,99.0,12.099,0,-1,1,0,0,0,0,6,0,0,0,1,8,5,2004,2004,0,0,0,0,1,388.0,1,0,0,2,0,1,1,970.0,0,0.0,166.0,1136.0,0,0,0,0,1136,1332,0,2468,1.0,0.0,2,1,4,1,1,10,0,1,0,2,2004.0,2,3.0,872.0,0,0,0,184,154,0,0,0,0,-1,-1,-1,0,6,2007,0,0,354.0
60,4,86.0,10.38,0,-1,1,0,0,0,0,10,0,0,0,1,7,5,1986,1987,0,0,4,4,1,172.0,1,0,1,0,0,2,5,28.0,4,1474.0,0.0,1502.0,0,0,0,0,1553,1177,0,2730,1.0,0.0,2,1,4,1,1,8,0,1,1,0,1987.0,2,2.0,576.0,0,0,0,201,96,0,0,0,0,-1,0,-1,0,8,2007,0,0,301.0
20,3,49.0,5.82,0,-1,0,0,0,0,0,2,0,0,0,0,3,8,1955,2005,0,0,0,0,0,0.0,0,1,1,0,0,0,2,256.0,0,0.0,906.0,1162.0,0,0,0,0,1163,0,0,1163,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1955.0,0,1.0,220.0,1,0,0,142,98,0,0,0,0,-1,-1,-1,0,7,2006,0,0,126.175
80,4,96.0,11.275,0,-1,0,0,0,1,0,0,4,0,0,3,7,7,1967,2007,4,2,3,3,1,300.0,1,1,1,1,0,0,0,0.0,0,0.0,710.0,710.0,0,0,0,0,1898,1080,0,2978,0.0,0.0,2,1,5,1,1,11,0,1,0,2,1961.0,2,2.0,564.0,0,0,0,240,0,0,0,0,0,-1,-1,-1,0,6,2010,0,0,242.0
45,3,50.0,5.0,0,-1,0,0,0,0,0,14,5,0,0,6,5,6,1941,1950,0,0,1,1,0,0.0,0,0,1,0,0,1,4,116.0,0,0.0,604.0,720.0,0,4,1,2,803,0,0,803,0.0,0.0,1,0,2,1,0,5,0,0,-1,1,1941.0,0,2.0,360.0,0,0,0,0,0,244,0,0,0,-1,-1,-1,0,12,2007,0,0,87.0
120,4,32.0,10.846,0,-1,1,0,0,2,0,23,0,0,1,0,8,5,1993,1993,0,0,6,7,0,0.0,1,0,0,1,0,2,1,1619.0,0,0.0,100.0,1719.0,0,0,0,0,1719,0,0,1719,2.0,0.0,1,1,1,1,1,6,0,2,0,0,1993.0,2,2.0,473.0,0,0,0,122,30,0,0,0,0,-1,-1,-1,0,5,2008,8,0,324.0
20,4,80.0,11.6,0,-1,0,0,0,0,0,0,0,0,0,0,6,5,1960,1960,1,0,3,3,1,175.0,0,0,1,0,0,0,3,565.0,0,0.0,818.0,1383.0,0,1,0,0,1383,0,0,1383,0.0,0.0,1,1,3,1,0,7,0,0,-1,0,1960.0,1,1.0,292.0,0,0,0,0,45,0,0,0,0,-1,-1,-1,0,4,2006,0,0,145.25
75,4,-1.0,11.888,0,0,1,2,0,0,0,12,4,0,0,5,6,6,1916,1994,0,0,3,6,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,844.0,844.0,0,2,1,1,1445,689,0,2134,0.0,0.0,2,0,5,1,1,10,0,0,-1,1,1930.0,0,2.0,441.0,0,0,0,0,60,268,0,0,0,-1,-1,-1,0,7,2009,0,0,214.5
70,3,60.0,6.402,0,-1,0,0,0,1,0,14,0,0,0,1,5,5,1920,1950,0,0,3,6,0,0.0,0,0,0,0,0,3,0,0.0,0,0.0,596.0,596.0,0,1,1,0,596,596,0,1192,0.0,0.0,1,0,3,1,0,6,0,0,-1,1,1920.0,0,1.0,189.0,1,1,1,0,0,137,0,0,0,-1,2,-1,0,7,2009,0,0,78.0
90,4,-1.0,10.624,0,-1,1,0,0,0,0,0,0,0,2,0,5,4,1964,1964,0,0,2,2,1,84.0,0,0,1,0,0,0,1,40.0,1,264.0,1424.0,1728.0,0,1,0,0,1728,0,0,1728,0.0,1.0,2,0,6,2,0,10,0,0,-1,1,2002.0,0,1.0,352.0,0,0,0,155,0,0,0,0,0,-1,-1,-1,0,11,2007,0,0,119.0
20,4,70.0,8.176,0,-1,0,0,0,0,0,0,0,0,0,0,5,6,1958,1992,0,0,3,3,0,0.0,0,0,1,0,0,0,3,846.0,0,0.0,210.0,1056.0,0,3,0,0,1056,0,0,1056,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1958.0,1,1.0,308.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,8,2007,0,0,139.0
20,4,85.0,10.655,0,-1,1,0,0,0,0,6,0,0,0,0,8,5,2003,2004,0,0,0,0,1,296.0,1,0,0,1,0,0,1,1124.0,-1,479.0,1603.0,3206.0,0,0,0,0,1629,0,0,1629,1.0,0.0,2,0,3,1,1,7,0,1,0,0,2003.0,1,3.0,880.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,10,2009,0,0,284.0
120,3,59.0,8.198,0,-1,0,0,0,4,0,6,0,0,1,0,7,5,2004,2004,0,0,0,0,2,146.0,1,0,0,1,0,1,1,720.0,0,0.0,638.0,1358.0,0,0,0,0,1358,0,0,1358,1.0,0.0,2,0,2,1,1,6,0,1,0,0,2004.0,1,2.0,484.0,0,0,0,192,30,0,0,0,0,-1,-1,-1,0,7,2008,0,0,207.0
60,4,59.0,9.042,0,-1,1,0,0,0,0,7,0,0,0,1,6,5,1998,1998,0,0,0,0,0,0.0,0,0,0,1,0,2,1,828.0,0,0.0,115.0,943.0,0,2,0,0,943,695,0,1638,1.0,0.0,2,1,3,1,0,7,0,2,1,0,1998.0,2,2.0,472.0,0,0,0,100,38,0,0,0,0,-1,-1,-1,0,7,2008,0,0,192.0
